"subn","condn","escape","choice","rt","fdbk"
3,2,1,0,NA,0
3,2,1,1,1.08474219073154,0
3,2,1,1,0.443128980999108,1
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,1,1.46083371573747,0
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,1,1.15002769561396,0
3,2,1,1,0.615278270089009,0
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,1,0.95889711336584,0
3,2,1,0,NA,1
3,2,1,1,0.917660689892498,0
3,2,1,0,NA,1
3,2,1,1,1.41993241004616,1
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,1,1.16088990364024,0
3,2,1,0,NA,0
3,2,1,1,0.698964864586831,0
3,2,1,1,0.407141253154576,1
3,2,1,0,NA,1
3,2,1,0,NA,0
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,0,NA,1
3,3,0,1,0.239918310541689,0
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.114425734136235,1
3,3,0,0,NA,0
3,3,0,1,0.412714540511356,1
3,3,0,1,0.593841065381781,1
3,3,0,1,0.764029102621589,0
3,3,0,1,0.0992182098473536,1
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.156443540212906,0
3,3,0,0,NA,0
3,3,0,0,NA,1
3,3,0,0,NA,1
3,3,0,0,NA,0
3,3,0,1,0.104367232741781,1
3,3,0,0,NA,1
3,3,0,1,0.314261132103926,1
3,3,0,1,0.482709970879243,1
3,3,0,1,0.508476198557031,1
3,3,0,1,1.3563657891862,1
3,3,0,1,0.666674795269268,1
3,3,0,1,0.38993439463721,1
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.168553973034406,1
3,3,0,0,NA,0
3,3,0,1,0.551179746139259,0
3,3,0,1,0.151240684203242,1
3,3,0,1,0.559298364424923,1
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.390523594489192,1
3,3,0,1,0.491969977138328,1
3,3,0,1,0.535289042587828,1
3,3,0,0,NA,0
3,3,0,1,0.451330864533834,0
3,3,0,0,NA,0
3,3,0,1,0.335880248572281,1
3,4,0,0,NA,1
3,4,0,1,0.165836266681828,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.681114976452567,0
3,4,0,1,0.0986375344654341,1
3,4,0,0,NA,1
3,4,0,1,0.114579261790902,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,0
3,4,0,0,NA,1
3,4,0,1,0.41265612711534,0
3,4,0,0,NA,1
3,4,0,1,0.785242211198423,0
3,4,0,1,0.65044022494881,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.402676899905924,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.0965873084793215,0
3,4,0,0,NA,1
3,4,0,1,0.10694983269528,0
3,4,0,0,NA,1
3,4,0,0,NA,0
3,4,0,0,NA,0
3,4,0,1,0.149827374366416,0
3,4,0,0,NA,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.130500726715962,0
3,4,0,0,NA,1
4,1,1,1,0.824449303764144,1
4,1,1,1,0.36306971644217,1
4,1,1,1,0.754421426467156,1
4,1,1,1,0.59440808077889,0
4,1,1,1,0.876475123809473,0
4,1,1,1,0.393209635909582,0
4,1,1,1,0.831564478323434,1
4,1,1,0,NA,0
4,1,1,1,0.408092175753086,1
4,1,1,0,NA,0
4,1,1,1,0.873952957423664,1
4,1,1,1,0.330822099923309,1
4,1,1,1,1.87587310175133,1
4,1,1,1,0.725004575001676,1
4,1,1,1,1.01247469309318,1
4,1,1,1,0.504125765072109,1
4,1,1,1,0.679361417774603,0
4,1,1,1,0.520558411050148,1
4,1,1,1,0.247352691663083,1
4,1,1,1,0.295206159688494,1
4,1,1,1,0.559168828749584,1
4,1,1,1,0.345354132301962,0
4,1,1,0,NA,0
4,1,1,1,0.478852443628648,1
4,1,1,1,0.477900599811627,1
4,1,1,0,NA,0
4,1,1,1,0.796377566006008,1
4,1,1,1,0.519997579050824,1
4,1,1,0,NA,1
4,1,1,1,0.414251888843432,0
4,1,1,1,0.581693522404683,1
4,1,1,0,NA,0
4,1,1,1,0.265809844895164,1
4,1,1,0,NA,1
4,1,1,1,0.432400737942621,1
4,1,1,1,0.735232726731802,0
4,1,1,1,0.242846179693452,1
4,1,1,1,0.457297516545378,1
4,1,1,0,NA,0
4,1,1,1,0.622479520888475,1
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.89128562023712,0
4,2,1,1,1.11420547406182,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.383619403362197,0
4,2,1,0,NA,0
4,2,1,0,NA,1
4,2,1,1,0.605758905835111,0
4,2,1,0,NA,1
4,2,1,1,1.09301842074763,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,0,NA,0
4,2,1,1,1.21092082744685,0
4,2,1,1,0.462017288405598,0
4,2,1,1,0.58612031860643,0
4,2,1,0,NA,0
4,2,1,0,NA,1
4,2,1,1,0.309274236686464,0
4,2,1,0,NA,1
4,2,1,0,NA,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.875559177460864,0
4,2,1,0,NA,1
4,2,1,1,0.515928180887406,1
4,2,1,0,NA,1
4,2,1,1,0.398736159350093,0
4,2,1,1,0.407432562798277,1
4,2,1,0,NA,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.295483787631497,0
4,2,1,1,0.761105381887153,0
4,2,1,1,0.406800884917073,0
4,2,1,1,1.56834491679156,0
4,3,0,1,1.12662397069187,1
4,3,0,0,NA,0
4,3,0,1,0.148117225895578,0
4,3,0,1,0.723796757119424,1
4,3,0,0,NA,0
4,3,0,1,0.468972257997318,1
4,3,0,1,0.264339259935538,1
4,3,0,1,0.392838229707695,1
4,3,0,1,0.359923840522321,1
4,3,0,0,NA,0
4,3,0,1,0.940650911582007,1
4,3,0,1,0.81119207940208,1
4,3,0,1,0.773054052485356,1
4,3,0,1,1.24841501507975,1
4,3,0,0,NA,0
4,3,0,1,1.11460683000395,1
4,3,0,0,NA,0
4,3,0,1,0.317854428013717,1
4,3,0,1,0.622978102169554,1
4,3,0,0,NA,1
4,3,0,1,0.775091235098718,0
4,3,0,1,0.555263792211,1
4,3,0,0,NA,1
4,3,0,1,0.252606600613828,1
4,3,0,0,NA,0
4,3,0,1,0.407204082030907,1
4,3,0,0,NA,0
4,3,0,1,0.859314103224655,1
4,3,0,1,0.215652391551186,1
4,3,0,1,0.901362500610217,1
4,3,0,1,1.19858562067185,1
4,3,0,0,NA,0
4,3,0,1,0.89870144437861,0
4,3,0,1,0.89579348015056,1
4,3,0,1,0.253008835294959,0
4,3,0,1,1.30940288340373,1
4,3,0,1,0.338402271277607,0
4,3,0,0,NA,0
4,3,0,1,0.792992320499386,1
4,3,0,1,0.283138876952054,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.318515865223487,0
4,4,0,0,NA,0
4,4,0,0,NA,1
4,4,0,1,0.196596290335334,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.390656484857618,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,0
4,4,0,0,NA,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.355055347470978,0
4,4,0,1,0.0925307775059227,0
4,4,0,0,NA,1
4,4,0,1,0.734029969295187,0
4,4,0,1,0.258942907123649,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.222512585503483,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.29169298318316,0
4,4,0,0,NA,1
4,4,0,1,0.506281249376842,0
4,4,0,0,NA,1
4,4,0,1,1.60267009180695,0
4,4,0,1,0.562634130286081,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,0
4,4,0,0,NA,1
5,1,1,0,NA,0
5,1,1,0,NA,0
5,1,1,1,0.658357726885182,1
5,1,1,0,NA,0
5,1,1,1,0.863137125785718,1
5,1,1,1,0.424732671084369,1
5,1,1,1,0.112069422547563,1
5,1,1,0,NA,1
5,1,1,0,NA,1
5,1,1,0,NA,0
5,1,1,1,1.58464994757845,1
5,1,1,1,0.372180926859898,1
5,1,1,1,1.60686251599982,1
5,1,1,1,1.34652618314603,1
5,1,1,0,NA,0
5,1,1,1,0.478457700068152,1
5,1,1,1,0.0854176351367562,0
5,1,1,1,0.435237403808042,1
5,1,1,0,NA,0
5,1,1,0,NA,0
5,1,1,0,NA,0
5,1,1,1,0.701686309920185,1
5,1,1,0,NA,0
5,1,1,0,NA,1
5,1,1,1,0.0606218596274727,1
5,1,1,1,0.943341236096512,1
5,1,1,0,NA,0
5,1,1,1,0.649138309481064,1
5,1,1,0,NA,0
5,1,1,1,0.603416261514636,1
5,1,1,1,0.0682373920122576,1
5,1,1,1,0.326257922423248,1
5,1,1,0,NA,0
5,1,1,1,0.281747526868444,1
5,1,1,1,0.191803731804844,1
5,1,1,0,NA,0
5,1,1,1,0.788982854783363,1
5,1,1,0,NA,0
5,1,1,1,0.461289215618098,0
5,1,1,1,0.668174799292098,1
5,2,1,1,0.918562794083598,0
5,2,1,0,NA,1
5,2,1,1,0.996896695302768,0
5,2,1,0,NA,0
5,2,1,0,NA,0
5,2,1,0,NA,1
5,2,1,1,0.586693773628329,0
5,2,1,0,NA,0
5,2,1,1,0.800935836975651,1
5,2,1,1,0.0840986736433608,0
5,2,1,1,0.844676250537982,1
5,2,1,0,NA,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,1,0.309675013375025,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,1,0.666104857205368,1
5,2,1,0,NA,1
5,2,1,0,NA,0
5,2,1,0,NA,1
5,2,1,0,NA,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,0
5,3,0,1,0.484972672745819,1
5,3,0,0,NA,0
5,3,0,0,NA,0
5,3,0,1,0.295504638491991,1
5,3,0,0,NA,1
5,3,0,1,0.512354195354254,0
5,3,0,0,NA,1
5,3,0,1,0.90778597554522,1
5,3,0,0,NA,0
5,3,0,0,NA,0
5,3,0,1,1.30960242810261,0
5,3,0,0,NA,0
5,3,0,1,0.256633804938972,1
5,3,0,0,NA,0
5,3,0,1,0.752316982647065,1
5,3,0,0,NA,1
5,3,0,0,NA,0
5,3,0,1,1.384159746029,0
5,3,0,0,NA,0
5,3,0,0,NA,0
5,3,0,1,0.421542680825088,1
5,3,0,0,NA,0
5,3,0,1,0.288490442707409,1
5,3,0,0,NA,1
5,3,0,1,1.44292618200651,1
5,3,0,0,NA,0
5,3,0,1,0.210920154297039,1
5,3,0,1,0.539175442901093,0
5,3,0,0,NA,0
5,3,0,0,NA,0
5,3,0,1,0.567383418059994,1
5,3,0,1,0.765490114467777,1
5,3,0,1,0.341670820771483,1
5,3,0,1,0.557939063284033,0
5,3,0,1,0.377894784231921,1
5,3,0,1,0.679225356215028,1
5,3,0,1,0.538487565075656,1
5,3,0,1,0.418502839362822,1
5,3,0,1,0.914207018330745,1
5,3,0,1,0.367500181086153,1
5,4,0,1,1.19106962556133,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.187431937726569,1
5,4,0,1,0.309022349063823,0
5,4,0,1,0.512506975892069,0
5,4,0,0,NA,1
5,4,0,1,0.838370963735536,1
5,4,0,0,NA,0
5,4,0,0,NA,0
5,4,0,0,NA,0
5,4,0,1,1.05575651583644,0
5,4,0,1,0.181619942953709,0
5,4,0,0,NA,1
5,4,0,1,0.334180375015508,0
5,4,0,1,1.51429062181424,0
5,4,0,0,NA,0
5,4,0,0,NA,1
5,4,0,0,NA,0
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.263601534685505,0
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,1.93374747333306,0
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.296444475141963,1
5,4,0,0,NA,1
5,4,0,1,0.524171208724405,0
5,4,0,0,NA,1
5,4,0,1,0.751168953992172,0
5,4,0,1,0.151275888746085,0
6,1,1,0,NA,0
6,1,1,1,0.502711959021558,0
6,1,1,0,NA,0
6,1,1,1,1.03606737009524,1
6,1,1,1,0.597268515798292,1
6,1,1,0,NA,0
6,1,1,0,NA,1
6,1,1,1,0.627370964849481,1
6,1,1,1,0.419503784595494,1
6,1,1,0,NA,0
6,1,1,1,0.359500893053906,1
6,1,1,1,0.145114398959831,0
6,1,1,0,NA,0
6,1,1,1,0.92627158918029,0
6,1,1,1,0.958455992554158,1
6,1,1,0,NA,0
6,1,1,0,NA,1
6,1,1,1,0.235734961310487,1
6,1,1,1,0.709386427152106,1
6,1,1,0,NA,0
6,1,1,0,NA,0
6,1,1,1,0.603892020796262,0
6,1,1,1,0.13488604350738,1
6,1,1,0,NA,0
6,1,1,1,0.301841861833799,1
6,1,1,0,NA,0
6,1,1,1,0.983976905355934,1
6,1,1,0,NA,0
6,1,1,1,0.765513709065151,0
6,1,1,1,1.32422823092481,1
6,1,1,1,0.635841883877684,0
6,1,1,0,NA,1
6,1,1,1,0.564707595602915,1
6,1,1,1,0.574283828910682,1
6,1,1,0,NA,0
6,1,1,1,0.567698926602368,1
6,1,1,0,NA,1
6,1,1,1,0.32713168259791,1
6,1,1,1,0.325713317491279,1
6,1,1,1,0.915196123987591,1
6,2,1,1,0.175142295586595,0
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,1,0.217995259832216,0
6,2,1,0,NA,0
6,2,1,0,NA,0
6,2,1,0,NA,1
6,2,1,0,NA,0
6,2,1,1,0.164866206386721,0
6,2,1,1,0.410937216923494,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,0
6,2,1,1,0.12322889034641,0
6,2,1,0,NA,1
6,2,1,1,0.438499133801666,0
6,2,1,1,0.511454086418394,0
6,2,1,1,0.142816445427358,0
6,2,1,1,0.847847994428514,0
6,2,1,1,1.38773396308614,0
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,1,0.22539418858825,0
6,2,1,1,0.786652347449432,0
6,2,1,0,NA,0
6,2,1,0,NA,1
6,2,1,1,0.133476108055024,0
6,2,1,0,NA,1
6,2,1,1,0.203564513357541,1
6,2,1,1,0.526491596243514,0
6,2,1,0,NA,0
6,2,1,1,0.563264107422013,0
6,2,1,1,0.335824549170113,0
6,2,1,1,0.508324806191704,0
6,2,1,0,NA,0
6,2,1,0,NA,1
6,2,1,1,0.492514735979718,1
6,2,1,0,NA,1
6,3,0,1,0.296560937123411,1
6,3,0,1,0.44467158540456,1
6,3,0,1,0.182329023106674,1
6,3,0,0,NA,1
6,3,0,0,NA,0
6,3,0,0,NA,0
6,3,0,0,NA,1
6,3,0,0,NA,0
6,3,0,1,0.624254545980937,1
6,3,0,1,0.553786610502672,0
6,3,0,1,0.380632127735368,1
6,3,0,0,NA,0
6,3,0,1,1.04352014976685,1
6,3,0,1,0.574752948918722,1
6,3,0,1,0.255143494009198,1
6,3,0,1,0.433938797325706,1
6,3,0,0,NA,1
6,3,0,0,NA,1
6,3,0,0,NA,0
6,3,0,1,0.605161882331108,1
6,3,0,1,0.510042792943885,1
6,3,0,1,1.74255464837515,1
6,3,0,1,0.931727877969264,0
