"subn","condn","escape","choice","rt","fdbk"
2,1,1,1,0.606111554838013,1
2,1,1,1,0.442218859362906,1
2,1,1,1,0.26954819137064,1
2,1,1,1,0.84389854456162,0
2,1,1,0,NA,0
2,1,1,1,0.780996397307877,1
2,1,1,1,0.298613553813272,1
2,1,1,0,NA,0
2,1,1,1,0.365021607550458,0
2,1,1,1,0.26195681865341,1
2,1,1,0,NA,1
2,1,1,1,0.511242709591076,1
2,1,1,1,0.817216128294616,0
2,1,1,0,NA,1
2,1,1,0,NA,0
2,1,1,0,NA,1
2,1,1,1,0.321188958123723,1
2,1,1,1,0.796263532824604,1
2,1,1,1,1.93435358184899,1
2,1,1,0,NA,0
2,1,1,1,0.905828292075285,1
2,1,1,1,0.977597854793193,1
2,1,1,1,0.397122248406575,0
2,2,1,0,NA,1
2,2,1,0,NA,0
2,2,1,0,NA,1
2,2,1,1,0.176650297362576,0
2,2,1,1,0.579797714928435,0
2,2,1,1,0.431766398535043,0
2,2,1,1,1.02924038697737,0
2,2,1,0,NA,1
2,2,1,0,NA,1
2,2,1,1,0.518686326551539,0
2,2,1,0,NA,1
2,2,1,0,NA,1
2,2,1,1,0.251693303915426,0
2,2,1,1,1.52804633986413,1
2,2,1,0,NA,1
2,2,1,1,0.386474820356065,0
2,2,1,0,NA,1
2,2,1,1,0.503453771483523,0
2,2,1,0,NA,1
2,2,1,0,NA,1
2,2,1,1,0.520787715323017,0
2,2,1,0,NA,0
2,2,1,0,NA,1
2,2,1,1,0.336510414588888,0
2,2,1,0,NA,1
2,2,1,1,0.348362176983781,0
2,2,1,1,0.205631910615887,1
2,2,1,0,NA,1
2,2,1,1,1.46942910708027,0
2,2,1,0,NA,1
2,2,1,0,NA,1
2,2,1,0,NA,1
2,2,1,1,0.692271558809459,0
2,2,1,0,NA,1
2,2,1,0,NA,0
2,2,1,0,NA,1
2,2,1,1,0.454409703883866,1
2,2,1,0,NA,0
2,2,1,0,NA,1
2,2,1,0,NA,1
2,3,0,0,NA,0
2,3,0,0,NA,1
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,1,0.895656717497321,1
2,3,0,0,NA,0
2,3,0,0,NA,1
2,3,0,1,0.647764415783977,0
2,3,0,1,0.838345147102912,1
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,1,0.92888606672185,1
2,3,0,1,1.28532591920052,1
2,3,0,1,0.829164137311037,1
2,3,0,1,0.174880858651971,0
2,3,0,0,NA,0
2,3,0,1,0.531088726585988,1
2,3,0,1,0.46849136281179,1
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,1,1.36033159118859,1
2,3,0,0,NA,0
2,3,0,1,0.918919225436365,1
2,3,0,1,0.513451168653283,0
2,3,0,0,NA,1
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,0,NA,0
2,3,0,1,0.30276542563909,1
2,3,0,1,0.593929002816562,1
2,3,0,1,0.885067435156872,1
2,3,0,1,0.977972240144391,1
2,3,0,1,0.724511248678281,1
2,3,0,0,NA,0
2,4,0,0,NA,1
2,4,0,1,0.837717705174963,1
2,4,0,1,0.871530762032865,0
2,4,0,0,NA,1
2,4,0,1,0.722439071718102,0
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,1,0.492551696452574,0
2,4,0,1,0.392508261884782,0
2,4,0,0,NA,1
2,4,0,1,0.505498951670528,0
2,4,0,1,0.180087553986408,0
2,4,0,1,0.154616467200695,0
2,4,0,0,NA,1
2,4,0,0,NA,0
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,1,0.256063189051611,0
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,0,NA,0
2,4,0,0,NA,1
2,4,0,0,NA,1
2,4,0,1,0.630994293380702,0
2,4,0,0,NA,1
2,4,0,1,0.77911306127167,0
2,4,0,0,NA,0
2,4,0,1,0.435777755814965,1
2,4,0,0,NA,0
2,4,0,1,0.279462680131691,0
2,4,0,1,0.270806569561904,0
2,4,0,0,NA,1
2,4,0,1,0.884781784570285,0
2,4,0,0,NA,1
2,4,0,1,0.446376790850659,1
2,4,0,0,NA,0
3,1,1,0,NA,0
3,1,1,1,0.386137189871731,1
3,1,1,1,0.178844635556007,1
3,1,1,1,0.389285931823387,1
3,1,1,1,0.307444777991469,1
3,1,1,1,0.389894228768229,1
3,1,1,1,0.620491589884882,0
3,1,1,1,0.298983778995228,1
3,1,1,0,NA,1
3,1,1,1,0.433120721864121,1
3,1,1,1,0.185961561059035,0
3,1,1,0,NA,1
3,1,1,0,NA,0
3,1,1,1,1.92720145759854,1
3,1,1,0,NA,0
3,1,1,1,1.06656561350361,1
3,1,1,1,0.335123650420487,1
3,1,1,1,0.551216543744222,0
3,1,1,0,NA,0
3,1,1,0,NA,0
3,1,1,0,NA,0
3,1,1,0,NA,0
3,1,1,0,NA,0
3,1,1,0,NA,0
3,1,1,1,0.58089681646131,1
3,1,1,1,0.434053789889343,1
3,1,1,1,0.218366945216707,1
3,1,1,0,NA,0
3,1,1,1,0.23140561514847,1
3,1,1,1,0.748437675175763,1
3,1,1,1,0.914319462370524,0
3,1,1,1,0.804886221776026,1
3,1,1,1,0.377621821805831,0
3,1,1,1,0.734090697013132,1
3,1,1,1,0.541244131265064,1
3,1,1,0,NA,0
3,1,1,1,0.734213550991173,1
3,1,1,1,1.11499390822973,1
3,1,1,1,0.469841863528903,1
3,1,1,0,NA,0
3,2,1,1,0.648604693968092,0
3,2,1,1,0.39552638711217,0
3,2,1,0,NA,0
3,2,1,0,NA,0
3,2,1,0,NA,1
3,2,1,0,NA,0
3,2,1,1,0.704189223149633,0
3,2,1,1,1.27256301777634,1
3,2,1,1,1.627894939091,0
3,2,1,1,0.60040936611805,1
3,2,1,0,NA,1
3,2,1,1,0.660768823409408,0
3,2,1,1,1.64837246692118,0
3,2,1,0,NA,0
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,1,1.07058349185126,0
3,2,1,1,0.208627741474146,0
3,2,1,0,NA,1
3,2,1,1,0.572683924825554,0
3,2,1,0,NA,0
3,2,1,0,NA,1
3,2,1,1,0.651085688727198,0
3,2,1,0,NA,1
3,2,1,1,0.744863224822078,0
3,2,1,0,NA,1
3,2,1,0,NA,0
3,2,1,1,0.462100465549141,1
3,2,1,1,0.126060635278727,1
3,2,1,1,1.04526123006335,0
3,2,1,0,NA,0
3,2,1,1,0.153079796162595,0
3,2,1,0,NA,1
3,2,1,1,0.254058332404272,0
3,2,1,1,0.206238445128754,0
3,2,1,0,NA,1
3,2,1,0,NA,1
3,2,1,1,0.371887856363986,0
3,2,1,0,NA,1
3,2,1,1,0.731133755089437,0
3,3,0,0,NA,1
3,3,0,1,0.460996612918216,1
3,3,0,0,NA,1
3,3,0,0,NA,1
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.246789412147898,1
3,3,0,0,NA,1
3,3,0,1,0.24106811082949,0
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.522579448142735,1
3,3,0,0,NA,0
3,3,0,0,NA,0
3,3,0,1,0.187818976435816,1
3,3,0,0,NA,0
3,3,0,1,0.393126309338415,1
3,3,0,1,0.314518279393517,1
3,3,0,1,0.840983568259001,1
3,3,0,0,NA,1
3,3,0,1,0.18006836455258,0
3,3,0,1,0.943855231975957,1
3,3,0,1,0.178476287707074,1
3,3,0,0,NA,0
3,3,0,0,NA,1
3,3,0,1,0.373443405415767,1
3,3,0,1,0.246546309486762,1
3,3,0,1,0.742993655444778,1
3,3,0,1,0.561121477116852,1
3,3,0,0,NA,0
3,3,0,1,0.294285038320629,1
3,3,0,1,0.655877220124792,0
3,3,0,1,0.20504898762881,1
3,3,0,1,0.442950268870126,1
3,3,0,1,0.435966415045295,1
3,3,0,1,0.573602266587278,1
3,3,0,1,0.44907905405542,1
3,3,0,1,0.290868482234423,1
3,3,0,0,NA,0
3,3,0,1,0.547220327123907,1
3,4,0,0,NA,1
3,4,0,1,0.306582440253843,0
3,4,0,0,NA,0
3,4,0,0,NA,0
3,4,0,1,0.521809293438808,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.461382826432203,0
3,4,0,1,1.12672905262519,0
3,4,0,1,0.599722805915921,0
3,4,0,1,1.93062609692731,0
3,4,0,1,0.220219626373332,0
3,4,0,0,NA,1
3,4,0,1,0.385738222262871,1
3,4,0,0,NA,1
3,4,0,1,1.18876669359025,0
3,4,0,1,0.342221604950255,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.624936745470894,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.438075891369358,0
3,4,0,1,0.343781112664435,0
3,4,0,1,0.565226466262636,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.366934401602406,0
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,0,NA,1
3,4,0,1,0.463727887427713,1
3,4,0,0,NA,1
4,1,1,0,NA,0
4,1,1,1,0.191886513301818,1
4,1,1,1,0.342273914875047,1
4,1,1,1,0.430663209917659,0
4,1,1,0,NA,0
4,1,1,1,0.520044085594462,1
4,1,1,1,0.75654044401515,1
4,1,1,0,NA,0
4,1,1,1,0.197142654856918,1
4,1,1,1,0.281237411115612,1
4,1,1,0,NA,1
4,1,1,1,0.34435041881016,1
4,1,1,1,0.370893186005224,1
4,1,1,0,NA,0
4,1,1,0,NA,0
4,1,1,0,NA,0
4,1,1,1,0.287452979155065,1
4,1,1,1,0.493872011140017,1
4,1,1,1,0.578161212186518,1
4,1,1,1,0.342592298522696,1
4,1,1,0,NA,0
4,1,1,1,0.777778781166517,1
4,1,1,0,NA,1
4,1,1,1,0.304556428512683,1
4,1,1,1,0.720688717841552,1
4,1,1,1,0.31353103212536,1
4,1,1,1,0.335183707760357,1
4,1,1,1,0.398711625849981,1
4,1,1,1,0.914443881946396,1
4,1,1,1,0.405658304917011,0
4,1,1,1,0.262572736683885,1
4,1,1,1,0.365129983216688,1
4,1,1,1,0.40074895941888,1
4,1,1,0,NA,0
4,1,1,1,0.539648664249955,0
4,1,1,1,1.00633502375292,1
4,1,1,1,0.630352306349308,0
4,1,1,0,NA,1
4,1,1,1,0.383852480222211,1
4,1,1,0,NA,0
4,2,1,0,NA,1
4,2,1,1,0.685342742765872,0
4,2,1,1,0.278662807742582,1
4,2,1,1,1.31767185033837,0
4,2,1,0,NA,1
4,2,1,1,0.292583704645047,0
4,2,1,1,0.410734700933678,0
4,2,1,1,1.02086409724413,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.505835353313208,0
4,2,1,0,NA,1
4,2,1,1,0.262472193452228,0
4,2,1,0,NA,1
4,2,1,1,0.367523694844006,0
4,2,1,1,0.628776918157313,1
4,2,1,1,0.246914573653845,0
4,2,1,1,0.501204848260002,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.717244503280123,0
4,2,1,0,NA,1
4,2,1,0,NA,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.186475996210611,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.271260366763815,0
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,0,NA,1
4,2,1,1,0.20797700873664,1
4,2,1,1,0.845975215518081,0
4,2,1,0,NA,1
4,2,1,1,0.152846660283518,1
4,2,1,1,0.516327886850496,0
4,2,1,0,NA,0
4,2,1,0,NA,0
4,2,1,1,1.77480231288903,0
4,3,0,0,NA,0
4,3,0,0,NA,0
4,3,0,0,NA,1
4,3,0,0,NA,1
4,3,0,1,0.309691531660245,1
4,3,0,1,1.02675933289627,1
4,3,0,0,NA,0
4,3,0,1,0.885724689595667,1
4,3,0,1,0.144117695419001,1
4,3,0,1,0.397706228522772,0
4,3,0,1,0.897898082119727,1
4,3,0,0,NA,0
4,3,0,1,0.765745974456776,1
4,3,0,1,0.306648756865619,0
4,3,0,0,NA,0
4,3,0,0,NA,0
4,3,0,1,0.561830963449851,1
4,3,0,1,0.181076440183436,0
4,3,0,1,0.669221665622987,1
4,3,0,1,0.282709897001607,1
4,3,0,0,NA,0
4,3,0,0,NA,0
4,3,0,1,0.723399730641685,0
4,3,0,0,NA,0
4,3,0,1,0.460358684130725,1
4,3,0,1,0.350644879325895,1
4,3,0,0,NA,1
4,3,0,0,NA,0
4,3,0,1,0.43392662982388,1
4,3,0,1,0.441862372754177,1
4,3,0,1,0.460477324993954,1
4,3,0,1,0.316731510656978,1
4,3,0,1,1.02873397833435,1
4,3,0,1,0.585081429517968,1
4,3,0,0,NA,1
4,3,0,1,0.544380558425006,0
4,3,0,1,0.423953412244729,0
4,3,0,0,NA,0
4,3,0,0,NA,0
4,3,0,0,NA,0
4,4,0,1,1.26517779353732,0
4,4,0,1,1.19825340588697,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.230918766717191,0
4,4,0,0,NA,0
4,4,0,1,0.283098887949761,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.161448064297597,0
4,4,0,1,0.441808218374471,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.298658111360211,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,0
4,4,0,0,NA,1
4,4,0,1,1.39047885717107,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,1.91877726632375,0
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,0
4,4,0,1,0.277922385361321,0
4,4,0,1,0.773976454732728,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,0,NA,1
4,4,0,1,0.664610079025885,1
4,4,0,0,NA,0
4,4,0,0,NA,1
4,4,0,0,NA,0
4,4,0,0,NA,1
4,4,0,1,0.930843246930416,0
5,1,1,1,0.420437589622666,1
5,1,1,0,NA,0
5,1,1,1,1.11809471947498,0
5,1,1,1,0.435111207927045,1
5,1,1,1,1.01609078287479,1
5,1,1,0,NA,0
5,1,1,1,0.722236927931862,1
5,1,1,0,NA,0
5,1,1,1,0.531837287237159,1
5,1,1,0,NA,0
5,1,1,0,NA,1
5,1,1,1,0.283350703377732,1
5,1,1,1,1.26456589953424,1
5,1,1,0,NA,0
5,1,1,0,NA,0
5,1,1,1,0.673749872340936,1
5,1,1,1,0.57232887458538,0
5,1,1,1,0.517131234798582,1
5,1,1,1,0.640709303014425,1
5,1,1,0,NA,0
5,1,1,1,0.151493630245964,1
5,1,1,0,NA,0
5,1,1,0,NA,0
5,1,1,1,0.256415797863336,0
5,1,1,1,0.33948508432729,0
5,1,1,0,NA,0
5,1,1,1,0.922510473891355,1
5,1,1,0,NA,0
5,1,1,1,0.342754179876293,1
5,1,1,0,NA,0
5,1,1,0,NA,1
5,1,1,1,0.589820725369444,1
5,1,1,1,0.473759650856063,1
5,1,1,0,NA,0
5,1,1,1,0.224614756938516,1
5,1,1,0,NA,1
5,1,1,1,0.586641627239128,0
5,1,1,1,0.482285916976634,1
5,1,1,0,NA,0
5,1,1,1,0.376082998998163,1
5,2,1,0,NA,0
5,2,1,1,0.801927994400593,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,1,0.820928153099519,0
5,2,1,1,0.71206036781916,0
5,2,1,0,NA,1
5,2,1,1,0.2139598514174,1
5,2,1,1,0.503483702418497,0
5,2,1,1,0.741430649247083,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,1,0.297835014119972,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,1,0.230793984187915,0
5,2,1,0,NA,0
5,2,1,0,NA,1
5,2,1,0,NA,0
5,2,1,1,0.446639095273251,0
5,2,1,0,NA,0
5,2,1,1,0.43916983539924,0
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,0,NA,1
5,2,1,1,0.258130266689627,1
5,2,1,1,0.660483463718825,0
5,2,1,0,NA,1
5,2,1,0,NA,0
5,2,1,1,1.21150789650097,0
5,2,1,1,0.661694506079893,1
5,2,1,0,NA,1
5,2,1,0,NA,0
5,2,1,1,0.611107630669329,0
5,2,1,0,NA,1
5,3,0,1,0.651257917607982,1
5,3,0,0,NA,0
5,3,0,1,0.426319610762366,1
5,3,0,0,NA,0
5,3,0,1,0.198489774812302,1
5,3,0,0,NA,0
5,3,0,0,NA,1
5,3,0,1,0.440553052440804,1
5,3,0,1,1.43197606545702,1
5,3,0,1,1.06449882815844,1
5,3,0,0,NA,0
5,3,0,1,0.833393674921348,1
5,3,0,1,0.508362108173089,0
5,3,0,0,NA,0
5,3,0,1,0.246246991002181,1
5,3,0,0,NA,0
5,3,0,1,0.378702153872535,1
5,3,0,0,NA,1
5,3,0,0,NA,0
5,3,0,0,NA,0
5,3,0,1,0.417559692445167,1
5,3,0,1,1.32903923980344,1
5,3,0,1,0.436235227499006,0
5,3,0,1,0.328401379756341,1
5,3,0,0,NA,0
5,3,0,1,0.983197645972504,0
5,3,0,0,NA,0
5,3,0,1,0.455977003505394,1
5,3,0,1,0.193210133115761,0
5,3,0,0,NA,1
5,3,0,1,0.790909545098907,1
5,3,0,0,NA,0
5,3,0,0,NA,1
5,3,0,1,0.596122427544657,1
5,3,0,0,NA,0
5,3,0,0,NA,0
5,3,0,0,NA,1
5,3,0,0,NA,0
5,3,0,1,1.09382727437653,1
5,3,0,1,0.43723796565914,1
5,4,0,0,NA,1
5,4,0,1,0.293072965476689,0
5,4,0,0,NA,1
5,4,0,1,0.193951711612952,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,1.15967689974063,0
5,4,0,0,NA,1
5,4,0,1,0.890183072081209,0
5,4,0,0,NA,1
5,4,0,1,0.463946820435306,0
5,4,0,1,0.283927786205923,0
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.400620169917068,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.861611246804765,0
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,0,NA,0
5,4,0,1,0.3535949418391,1
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.316589293727281,0
5,4,0,0,NA,1
5,4,0,0,NA,0
5,4,0,0,NA,1
5,4,0,1,1.42507338578404,0
5,4,0,0,NA,1
5,4,0,0,NA,1
5,4,0,1,0.203414216099071,0
6,1,1,1,0.478942491459124,1
6,1,1,1,0.749367412487521,1
6,1,1,1,0.415659551228079,1
6,1,1,0,NA,0
6,1,1,0,NA,0
6,1,1,1,0.309260207460073,0
6,1,1,1,0.464757388483754,1
6,1,1,0,NA,0
6,1,1,0,NA,0
6,1,1,1,0.544451849752816,1
6,1,1,1,0.205333283359309,1
6,1,1,1,0.409220510421669,1
6,1,1,1,0.267720836306087,1
6,1,1,1,0.289266238340164,1
6,1,1,0,NA,0
6,1,1,0,NA,1
6,1,1,1,0.66449344758414,1
6,1,1,0,NA,0
6,1,1,0,NA,0
6,1,1,1,0.585969108494195,1
6,1,1,0,NA,0
6,1,1,1,0.406648432120869,1
6,1,1,1,0.423103941007067,1
6,1,1,1,0.471733865241507,1
6,1,1,1,0.311939571562183,1
6,1,1,1,0.317542685518227,1
6,1,1,1,0.440968459721764,1
6,1,1,1,0.247772074571667,1
6,1,1,1,0.274974330384274,1
6,1,1,0,NA,0
6,1,1,1,0.366344532759684,1
6,1,1,1,0.47308266562455,0
6,1,1,0,NA,0
6,1,1,1,0.539496453202071,1
6,1,1,0,NA,0
6,1,1,0,NA,0
6,1,1,0,NA,0
6,1,1,0,NA,1
6,1,1,1,0.904588815086886,0
6,1,1,1,0.487714159131615,1
6,2,1,0,NA,1
6,2,1,0,NA,0
6,2,1,1,0.75732207010451,0
6,2,1,0,NA,1
6,2,1,1,1.48381840817043,1
6,2,1,0,NA,0
6,2,1,1,0.38592693534841,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,0
6,2,1,1,1.51183758318241,0
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,1,0.251963432127373,0
6,2,1,1,0.653578430822398,1
6,2,1,0,NA,0
6,2,1,0,NA,1
6,2,1,1,0.154716845770652,1
6,2,1,0,NA,0
6,2,1,1,0.317704060545006,0
6,2,1,0,NA,1
6,2,1,1,0.916826223016753,1
6,2,1,1,1.55010481481851,0
6,2,1,1,0.356925565855788,0
6,2,1,0,NA,0
6,2,1,0,NA,0
6,2,1,0,NA,1
6,2,1,1,0.212142539044303,0
6,2,1,1,0.61346353459316,0
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,0,NA,1
6,2,1,1,1.09115347033116,1
6,2,1,0,NA,1
6,2,1,0,NA,0
6,2,1,1,0.454300857373081,0
6,2,1,0,NA,1
6,2,1,1,0.480910116402917,0
6,3,0,1,0.788297732221505,1
6,3,0,0,NA,0
6,3,0,0,NA,1
6,3,0,0,NA,0
6,3,0,0,NA,0
6,3,0,1,1.11094770768864,1
6,3,0,1,0.805386792448535,1
6,3,0,0,NA,0
6,3,0,1,0.607401742877821,1
6,3,0,1,0.974222709489568,1
6,3,0,1,0.554068308170926,1
6,3,0,1,0.30452819974841,1
6,3,0,1,0.573122704008969,1
6,3,0,1,0.464654339528309,0
6,3,0,1,0.219120053249888,1
6,3,0,0,NA,0
6,3,0,1,0.470431437386246,1
6,3,0,0,NA,0
6,3,0,0,NA,0
6,3,0,0,NA,0
6,3,0,0,NA,1
6,3,0,0,NA,0
6,3,0,1,0.516696160115859,1
6,3,0,0,NA,0
